date,mv_revenue,mv_txn_count,mv_orders,mv_rev_per_order,ct_revenue_final,ct_revenue_net,ct_trips,ct_rev_per_trip,delta_pen,delta_pct,status
2025-12-30,0.0,0,0,0.0,6713.377,0.0,15785,0.4253,-6713.38,-100.0,API_UNAVAILABLE
2025-12-31,0.0,0,0,0.0,7651.533,0.0,15948,0.4798,-7651.53,-100.0,API_UNAVAILABLE
2026-01-01,0.0,0,0,0.0,8155.904,7678.4,12088,0.6747,-8155.9,-100.0,API_UNAVAILABLE
2026-01-02,0.0,0,0,0.0,5184.437,4823.0,12949,0.4004,-5184.44,-100.0,API_UNAVAILABLE
2026-01-03,0.0,0,0,0.0,6178.125,5714.7,15903,0.3885,-6178.12,-100.0,API_UNAVAILABLE
2026-01-04,0.0,0,0,0.0,6292.86,5773.8,16187,0.3888,-6292.86,-100.0,API_UNAVAILABLE
2026-01-05,0.0,0,0,0.0,5485.472,5051.0,13866,0.3956,-5485.47,-100.0,API_UNAVAILABLE
2026-01-06,0.0,0,0,0.0,5987.1,5473.2,15395,0.3889,-5987.1,-100.0,API_UNAVAILABLE
2026-01-07,0.0,0,0,0.0,5981.045,5487.5,15181,0.394,-5981.05,-100.0,API_UNAVAILABLE
2026-01-08,0.0,0,0,0.0,6066.594,5519.0,15487,0.3917,-6066.59,-100.0,API_UNAVAILABLE
2026-01-09,0.0,0,0,0.0,6631.482,6098.1,16930,0.3917,-6631.48,-100.0,API_UNAVAILABLE
2026-01-10,0.0,0,0,0.0,7629.889,6989.5,18381,0.4151,-7629.89,-100.0,API_UNAVAILABLE
2026-01-11,0.0,0,0,0.0,7457.328,6867.9,17398,0.4286,-7457.33,-100.0,API_UNAVAILABLE
2026-01-12,0.0,0,0,0.0,6057.502,5431.9,14408,0.4204,-6057.5,-100.0,API_UNAVAILABLE
2026-01-13,0.0,0,0,0.0,6091.9475,5507.6,15692,0.3882,-6091.95,-100.0,API_UNAVAILABLE
2026-01-14,0.0,0,0,0.0,6635.776,5950.3,17011,0.3901,-6635.78,-100.0,API_UNAVAILABLE
2026-01-15,0.0,0,0,0.0,6677.964,6015.8,15992,0.4176,-6677.96,-100.0,API_UNAVAILABLE
2026-01-16,0.0,0,0,0.0,7180.883,6525.0,17200,0.4175,-7180.88,-100.0,API_UNAVAILABLE
2026-01-17,0.0,0,0,0.0,8290.06,7603.6,18230,0.4547,-8290.06,-100.0,API_UNAVAILABLE
2026-01-18,0.0,0,0,0.0,8336.957,7633.9,18112,0.4603,-8336.96,-100.0,API_UNAVAILABLE
2026-01-19,0.0,0,0,0.0,6169.357,5521.0,14078,0.4382,-6169.36,-100.0,API_UNAVAILABLE
2026-01-20,0.0,0,0,0.0,6487.929,5789.4,15523,0.418,-6487.93,-100.0,API_UNAVAILABLE
2026-01-21,0.0,0,0,0.0,6882.344,6123.5,16449,0.4184,-6882.34,-100.0,API_UNAVAILABLE
2026-01-22,0.0,0,0,0.0,6940.753,6203.9,17035,0.4074,-6940.75,-100.0,API_UNAVAILABLE
2026-01-23,0.0,0,0,0.0,7548.283,6756.4,17444,0.4327,-7548.28,-100.0,API_UNAVAILABLE
2026-01-24,0.0,0,0,0.0,8544.596,7637.4,18277,0.4675,-8544.6,-100.0,API_UNAVAILABLE
2026-01-25,0.0,0,0,0.0,8659.775,7716.8,17652,0.4906,-8659.77,-100.0,API_UNAVAILABLE
2026-01-26,0.0,0,0,0.0,6566.937,5746.2,13660,0.4807,-6566.94,-100.0,API_UNAVAILABLE
2026-01-27,0.0,0,0,0.0,6555.052,5750.1,15043,0.4358,-6555.05,-100.0,API_UNAVAILABLE
2026-01-28,0.0,0,0,0.0,6796.848,6002.8,16073,0.4229,-6796.85,-100.0,API_UNAVAILABLE
2026-01-29,0.0,0,0,0.0,7301.96,6221.4,16550,0.4412,-7301.96,-100.0,API_UNAVAILABLE
2026-01-30,0.0,0,0,0.0,7625.747,6720.1,17303,0.4407,-7625.75,-100.0,API_UNAVAILABLE
2026-01-31,0.0,0,0,0.0,8620.994,7604.1,18822,0.458,-8620.99,-100.0,API_UNAVAILABLE
2026-02-01,0.0,0,0,0.0,8520.145,7464.1,17786,0.479,-8520.15,-100.0,API_UNAVAILABLE
2026-02-02,0.0,0,0,0.0,6477.826,5649.8,13938,0.4648,-6477.83,-100.0,API_UNAVAILABLE
2026-02-03,0.0,0,0,0.0,7246.504,6259.3,16273,0.4453,-7246.5,-100.0,API_UNAVAILABLE
2026-02-04,0.0,0,0,0.0,7238.143,6293.8,16336,0.4431,-7238.14,-100.0,API_UNAVAILABLE
2026-02-05,0.0,0,0,0.0,7569.838,6547.0,17250,0.4388,-7569.84,-100.0,API_UNAVAILABLE
2026-02-06,0.0,0,0,0.0,7838.02,6787.3,17938,0.437,-7838.02,-100.0,API_UNAVAILABLE
2026-02-07,0.0,0,0,0.0,9239.028,8047.6,18925,0.4882,-9239.03,-100.0,API_UNAVAILABLE
2026-02-08,0.0,0,0,0.0,9079.886,7809.2,17796,0.5102,-9079.89,-100.0,API_UNAVAILABLE
2026-02-09,0.0,0,0,0.0,6593.107,5573.8,14447,0.4564,-6593.11,-100.0,API_UNAVAILABLE
2026-02-10,0.0,0,0,0.0,6992.704,5846.2,15632,0.4473,-6992.7,-100.0,API_UNAVAILABLE
2026-02-11,0.0,0,0,0.0,7278.745,6056.7,16637,0.4375,-7278.74,-100.0,API_UNAVAILABLE
2026-02-12,0.0,0,0,0.0,7669.379,6490.5,17107,0.4483,-7669.38,-100.0,API_UNAVAILABLE
2026-02-13,0.0,0,0,0.0,8493.0485,7130.1,17933,0.4736,-8493.05,-100.0,API_UNAVAILABLE
2026-02-14,0.0,0,0,0.0,10465.4466,8737.6,18615,0.5622,-10465.45,-100.0,API_UNAVAILABLE
2026-02-15,0.0,0,0,0.0,9604.075,8120.7,17905,0.5364,-9604.08,-100.0,API_UNAVAILABLE
2026-02-16,0.0,0,0,0.0,6466.625,0.0,13274,0.4872,-6466.62,-100.0,API_UNAVAILABLE
2026-02-17,0.0,0,0,0.0,6513.15,0.0,14745,0.4417,-6513.15,-100.0,API_UNAVAILABLE
2026-02-18,0.0,0,0,0.0,6780.4905,0.0,15697,0.432,-6780.49,-100.0,API_UNAVAILABLE
2026-02-19,0.0,0,0,0.0,6782.963,0.0,16153,0.4199,-6782.96,-100.0,API_UNAVAILABLE
2026-02-20,0.0,0,0,0.0,7825.7125,0.0,17670,0.4429,-7825.71,-100.0,API_UNAVAILABLE
2026-02-21,0.0,0,0,0.0,8601.5235,0.0,18803,0.4575,-8601.52,-100.0,API_UNAVAILABLE
2026-02-22,0.0,0,0,0.0,8373.9255,0.0,18145,0.4615,-8373.93,-100.0,API_UNAVAILABLE
2026-02-23,0.0,0,0,0.0,6596.9975,0.0,14552,0.4533,-6597.0,-100.0,API_UNAVAILABLE
2026-02-24,0.0,0,0,0.0,7005.9915,0.0,15797,0.4435,-7005.99,-100.0,API_UNAVAILABLE
2026-02-25,0.0,0,0,0.0,7358.436,0.0,15956,0.4612,-7358.44,-100.0,API_UNAVAILABLE
2026-02-26,0.0,0,0,0.0,7437.612,0.0,15928,0.467,-7437.61,-100.0,API_UNAVAILABLE
2026-02-27,0.0,0,0,0.0,8236.8555,0.0,17105,0.4815,-8236.86,-100.0,API_UNAVAILABLE
2026-02-28,0.0,0,0,0.0,9163.5445,0.0,17813,0.5144,-9163.54,-100.0,API_UNAVAILABLE
2026-03-01,0.0,0,0,0.0,9141.0758,0.0,17836,0.5125,-9141.08,-100.0,API_UNAVAILABLE
2026-03-02,0.0,0,0,0.0,6456.559,0.0,11952,0.5402,-6456.56,-100.0,API_UNAVAILABLE
2026-03-03,0.0,0,0,0.0,6515.455,0.0,13042,0.4996,-6515.45,-100.0,API_UNAVAILABLE
2026-03-04,0.0,0,0,0.0,6720.7395,0.0,13982,0.4807,-6720.74,-100.0,API_UNAVAILABLE
2026-03-05,0.0,0,0,0.0,7075.4875,0.0,14862,0.4761,-7075.49,-100.0,API_UNAVAILABLE
2026-03-06,0.0,0,0,0.0,7564.0985,0.0,14983,0.5048,-7564.1,-100.0,API_UNAVAILABLE
2026-03-07,0.0,0,0,0.0,8672.6885,0.0,16180,0.536,-8672.69,-100.0,API_UNAVAILABLE
2026-03-08,0.0,0,0,0.0,8226.7725,0.0,14447,0.5694,-8226.77,-100.0,API_UNAVAILABLE
2026-03-09,0.0,0,0,0.0,5861.3255,0.0,11962,0.49,-5861.33,-100.0,API_UNAVAILABLE
2026-03-10,0.0,0,0,0.0,6189.2975,0.0,13624,0.4543,-6189.3,-100.0,API_UNAVAILABLE
2026-03-11,0.0,0,0,0.0,6146.0725,0.0,13361,0.46,-6146.07,-100.0,API_UNAVAILABLE
2026-03-12,0.0,0,0,0.0,6186.303,0.0,13739,0.4503,-6186.3,-100.0,API_UNAVAILABLE
2026-03-13,0.0,0,0,0.0,7090.96,0.0,14925,0.4751,-7090.96,-100.0,API_UNAVAILABLE
2026-03-14,0.0,0,0,0.0,8527.494,0.0,17272,0.4937,-8527.49,-100.0,API_UNAVAILABLE
2026-03-15,0.0,0,0,0.0,7837.941,0.0,16203,0.4837,-7837.94,-100.0,API_UNAVAILABLE
2026-03-16,0.0,0,0,0.0,6222.7913,0.0,13143,0.4735,-6222.79,-100.0,API_UNAVAILABLE
2026-03-17,0.0,0,0,0.0,6283.91,0.0,14426,0.4356,-6283.91,-100.0,API_UNAVAILABLE
2026-03-18,0.0,0,0,0.0,6553.0675,0.0,14506,0.4517,-6553.07,-100.0,API_UNAVAILABLE
2026-03-19,0.0,0,0,0.0,6433.165,0.0,14989,0.4292,-6433.16,-100.0,API_UNAVAILABLE
2026-03-20,0.0,0,0,0.0,7345.305,0.0,16532,0.4443,-7345.31,-100.0,API_UNAVAILABLE
2026-03-21,0.0,0,0,0.0,nan,0.0,18633,nan,nan,nan,API_UNAVAILABLE
2026-03-22,0.0,0,0,0.0,8059.673,0.0,17998,0.4478,-8059.67,-100.0,API_UNAVAILABLE
2026-03-23,0.0,0,0,0.0,nan,0.0,13615,nan,nan,nan,API_UNAVAILABLE
2026-03-24,0.0,0,0,0.0,7147.395,0.0,14787,0.4834,-7147.4,-100.0,API_UNAVAILABLE
2026-03-25,0.0,0,0,0.0,6475.482,0.0,15403,0.4204,-6475.48,-100.0,API_UNAVAILABLE
2026-03-26,0.0,0,0,0.0,6931.334,0.2,16017,0.4327,-6931.33,-100.0,API_UNAVAILABLE
2026-03-27,0.0,0,0,0.0,7367.989,0.0,16263,0.4531,-7367.99,-100.0,API_UNAVAILABLE
2026-03-28,0.0,0,0,0.0,8798.809,0.0,17671,0.4979,-8798.81,-100.0,API_UNAVAILABLE
2026-03-29,0.0,0,0,0.0,8187.526,0.0,17553,0.4664,-8187.53,-100.0,API_UNAVAILABLE
2026-03-30,0.0,0,0,0.0,6187.137,0.0,13345,0.4636,-6187.14,-100.0,API_UNAVAILABLE
2026-03-31,0.0,0,0,0.0,6656.695,0.0,14785,0.4502,-6656.69,-100.0,API_UNAVAILABLE
2026-04-01,0.0,0,0,0.0,7517.561,0.0,15168,0.4956,-7517.56,-100.0,API_UNAVAILABLE
2026-04-02,0.0,0,0,0.0,6305.578,0.0,14102,0.4471,-6305.58,-100.0,API_UNAVAILABLE
2026-04-03,0.0,0,0,0.0,5873.94,0.0,13126,0.4475,-5873.94,-100.0,API_UNAVAILABLE
2026-04-04,0.0,0,0,0.0,6943.19,0.0,16325,0.4253,-6943.19,-100.0,API_UNAVAILABLE
2026-04-05,0.0,0,0,0.0,7146.06,0.0,16816,0.425,-7146.06,-100.0,API_UNAVAILABLE
2026-04-06,0.0,0,0,0.0,6531.2512,0.0,14229,0.459,-6531.25,-100.0,API_UNAVAILABLE
2026-04-07,0.0,0,0,0.0,6258.355,0.0,14533,0.4306,-6258.35,-100.0,API_UNAVAILABLE
2026-04-08,0.0,0,0,0.0,6172.587,0.0,14717,0.4194,-6172.59,-100.0,API_UNAVAILABLE
2026-04-09,0.0,0,0,0.0,6332.849,0.0,14785,0.4283,-6332.85,-100.0,API_UNAVAILABLE
2026-04-10,0.0,0,0,0.0,7364.637,0.0,16655,0.4422,-7364.64,-100.0,API_UNAVAILABLE
2026-04-11,0.0,0,0,0.0,7805.95,0.0,18489,0.4222,-7805.95,-100.0,API_UNAVAILABLE
2026-04-12,0.0,0,0,0.0,6556.3895,0.0,15049,0.4357,-6556.39,-100.0,API_UNAVAILABLE
2026-04-13,0.0,0,0,0.0,5627.071,0.0,13255,0.4245,-5627.07,-100.0,API_UNAVAILABLE
2026-04-14,0.0,0,0,0.0,5913.348,0.0,14155,0.4178,-5913.35,-100.0,API_UNAVAILABLE
2026-04-15,0.0,0,0,0.0,6389.066,0.0,15234,0.4194,-6389.07,-100.0,API_UNAVAILABLE
2026-04-16,0.0,0,0,0.0,6365.12,0.0,15387,0.4137,-6365.12,-100.0,API_UNAVAILABLE
2026-04-17,0.0,0,0,0.0,7114.697,0.0,15237,0.4669,-7114.7,-100.0,API_UNAVAILABLE
2026-04-18,0.0,0,0,0.0,8207.781,0.0,16517,0.4969,-8207.78,-100.0,API_UNAVAILABLE
2026-04-19,0.0,0,0,0.0,7382.783,0.0,16323,0.4523,-7382.78,-100.0,API_UNAVAILABLE
2026-04-20,0.0,0,0,0.0,5908.415,0.0,13367,0.442,-5908.41,-100.0,API_UNAVAILABLE
2026-04-21,0.0,0,0,0.0,6132.061,0.0,14494,0.4231,-6132.06,-100.0,API_UNAVAILABLE
2026-04-22,0.0,0,0,0.0,6449.9252,0.0,14974,0.4307,-6449.93,-100.0,API_UNAVAILABLE
2026-04-23,0.0,0,0,0.0,6373.772,0.0,15566,0.4095,-6373.77,-100.0,API_UNAVAILABLE
2026-04-24,0.0,0,0,0.0,6943.014,0.0,15964,0.4349,-6943.01,-100.0,API_UNAVAILABLE
2026-04-25,0.0,0,0,0.0,8340.726,0.0,17393,0.4795,-8340.73,-100.0,API_UNAVAILABLE
2026-04-26,0.0,0,0,0.0,7381.636,0.0,16634,0.4438,-7381.64,-100.0,API_UNAVAILABLE
2026-04-27,0.0,0,0,0.0,5864.374,0.0,13494,0.4346,-5864.37,-100.0,API_UNAVAILABLE
2026-04-28,0.0,0,0,0.0,6074.845,0.0,14485,0.4194,-6074.85,-100.0,API_UNAVAILABLE
2026-04-29,0.0,0,0,0.0,6414.494,0.0,15093,0.425,-6414.49,-100.0,API_UNAVAILABLE
2026-04-30,0.0,0,0,0.0,7722.302,0.0,15186,0.5085,-7722.3,-100.0,API_UNAVAILABLE
2026-05-01,0.0,0,0,0.0,7293.099,0.0,15043,0.4848,-7293.1,-100.0,API_UNAVAILABLE
2026-05-02,0.0,0,0,0.0,7943.64,0.0,16743,0.4744,-7943.64,-100.0,API_UNAVAILABLE
2026-05-03,0.0,0,0,0.0,7037.218,0.0,16817,0.4185,-7037.22,-100.0,API_UNAVAILABLE
2026-05-04,0.0,0,0,0.0,5967.466,0.0,13490,0.4424,-5967.47,-100.0,API_UNAVAILABLE
2026-05-05,0.0,0,0,0.0,6202.956,0.0,14375,0.4315,-6202.96,-100.0,API_UNAVAILABLE
2026-05-06,0.0,0,0,0.0,6162.27,0.0,14712,0.4189,-6162.27,-100.0,API_UNAVAILABLE
2026-05-07,0.0,0,0,0.0,6563.923,0.0,15345,0.4278,-6563.92,-100.0,API_UNAVAILABLE
2026-05-08,0.0,0,0,0.0,7322.699,0.0,16269,0.4501,-7322.7,-100.0,API_UNAVAILABLE
2026-05-09,0.0,0,0,0.0,8400.676,0.0,16527,0.5083,-8400.68,-100.0,API_UNAVAILABLE
2026-05-10,0.0,0,0,0.0,8564.319,0.0,16408,0.522,-8564.32,-100.0,API_UNAVAILABLE
2026-05-11,0.0,0,0,0.0,5407.469,0.0,11582,0.4669,-5407.47,-100.0,API_UNAVAILABLE
2026-05-12,0.0,0,0,0.0,5547.451,0.0,13351,0.4155,-5547.45,-100.0,API_UNAVAILABLE
2026-05-13,0.0,0,0,0.0,5622.655,0.0,14095,0.3989,-5622.65,-100.0,API_UNAVAILABLE
2026-05-14,0.0,0,0,0.0,5884.082,0.0,14464,0.4068,-5884.08,-100.0,API_UNAVAILABLE
2026-05-15,0.0,0,0,0.0,6761.28,0.0,15438,0.438,-6761.28,-100.0,API_UNAVAILABLE
2026-05-16,0.0,0,0,0.0,7997.285,0.0,16797,0.4761,-7997.28,-100.0,API_UNAVAILABLE
2026-05-17,0.0,0,0,0.0,7132.128,0.0,16029,0.445,-7132.13,-100.0,API_UNAVAILABLE
2026-05-18,0.0,0,0,0.0,5434.9691,0.0,12154,0.4472,-5434.97,-100.0,API_UNAVAILABLE
2026-05-19,0.0,0,0,0.0,5747.927,0.0,13650,0.4211,-5747.93,-100.0,API_UNAVAILABLE
2026-05-20,0.0,0,0,0.0,5716.026,0.0,13483,0.4239,-5716.03,-100.0,API_UNAVAILABLE
2026-05-21,0.0,0,0,0.0,5889.117,0.0,13946,0.4223,-5889.12,-100.0,API_UNAVAILABLE
2026-05-22,0.0,0,0,0.0,6619.76,0.0,14583,0.4539,-6619.76,-100.0,API_UNAVAILABLE
2026-05-23,0.0,0,0,0.0,8248.042,0.0,15441,0.5342,-8248.04,-100.0,API_UNAVAILABLE
2026-05-24,0.0,0,0,0.0,7445.899,0.0,14989,0.4968,-7445.9,-100.0,API_UNAVAILABLE
2026-05-25,0.0,0,0,0.0,5129.559,0.0,12079,0.4247,-5129.56,-100.0,API_UNAVAILABLE
2026-05-26,0.0,0,0,0.0,5498.407,0.0,13206,0.4164,-5498.41,-100.0,API_UNAVAILABLE
2026-05-27,0.0,0,0,0.0,5421.76,0.0,13732,0.3948,-5421.76,-100.0,API_UNAVAILABLE
2026-05-28,0.0,0,0,0.0,5644.604,0.0,13855,0.4074,-5644.6,-100.0,API_UNAVAILABLE
2026-05-29,0.0,0,0,0.0,6687.179,0.0,14985,0.4463,-6687.18,-100.0,API_UNAVAILABLE
2026-05-30,0.0,0,0,0.0,8035.433,0.0,15447,0.5202,-8035.43,-100.0,API_UNAVAILABLE
2026-05-31,0.0,0,0,0.0,7893.971,0.0,16634,0.4746,-7893.97,-100.0,API_UNAVAILABLE
2026-06-01,0.0,0,0,0.0,5342.874,0.0,12101,0.4415,-5342.87,-100.0,API_UNAVAILABLE
2026-06-02,0.0,0,0,0.0,5294.76,0.0,13145,0.4028,-5294.76,-100.0,API_UNAVAILABLE
2026-06-03,0.0,0,0,0.0,5513.428,0.0,13930,0.3958,-5513.43,-100.0,API_UNAVAILABLE
2026-06-04,1256.37,3003,3082,0.4076476314081765,5832.272,0.0,14213,0.4103,-4575.9,-78.46,MAJOR_DELTA
2026-06-05,355.95,826,842,0.4227434679334917,6373.452,0.0,15073,0.4228,-6017.5,-94.42,MAJOR_DELTA
